id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1537362563243048962,1537362563243048962,2022-06-16 12:12:52 MSK,2022-06-16,12:12:52,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"Вот любят европейские ценители лягушек, ливера и макарон посещать Киев. Пользы – ноль. Опять пообещали вступление в ЕС, гаубицы старые, хлопнули горилки и поездом, как сто лет назад, – домой. И всё хорошо. Только вот к миру это Украину никак не приближает. А часики тикают…",ru,[],[],[],3024,603,2367,[],[],https://twitter.com/MedvedevRussia/status/1537362563243048962,False,,0,,,,,,,,[],,,,
1535864478658662400,1535864478658662400,2022-06-12 09:00:01 MSK,2022-06-12,09:00:01,+0300,153812887,medvedevrussia,Дмитрий Медведев,,С Днём России!  https://t.co/3HdrRNRcnN,ru,[],[],['https://pbs.twimg.com/media/FU-fAlxX0AAwsdg.jpg'],1449,350,3067,[],[],https://twitter.com/MedvedevRussia/status/1535864478658662400,False,,1,https://pbs.twimg.com/media/FU-fAlxX0AAwsdg.jpg,,,,,,,[],,,,
1532692085836500994,1532692085836500994,2022-06-03 14:54:03 MSK,2022-06-03,14:54:03,+0300,153812887,medvedevrussia,Дмитрий Медведев,,О продовольствии  https://t.co/RdADPEzweJ,ru,[],[],[],434,41,250,[],[],https://twitter.com/MedvedevRussia/status/1532692085836500994,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1532691550601465858/pu/img/pM0IaRxcBEPYGadc.jpg,,,,,,,[],,,,
1532691123373854721,1532691123373854721,2022-06-03 14:50:14 MSK,2022-06-03,14:50:14,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Мир изменился  https://t.co/JXSmMrbj8J,ru,[],[],[],310,34,253,[],[],https://twitter.com/MedvedevRussia/status/1532691123373854721,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1532690843999604736/pu/img/oqJZIWfKOv3MBbFN.jpg,,,,,,,[],,,,
1501869893981020160,1501869893981020160,2022-03-10 13:37:40 MSK,2022-03-10,13:37:40,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Наблюдаю за великим исходом иностранных компаний с российского рынка  https://t.co/1TyGiZty0g,ru,[],['https://www.facebook.com/Dmitry.Medvedev/posts/498680784952461'],[],1960,162,890,[],[],https://twitter.com/MedvedevRussia/status/1501869893981020160,False,,0,,,,,,,,[],,,,
1501196334073888772,1501196334073888772,2022-03-08 17:01:11 MSK,2022-03-08,17:01:11,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"С Праздником, дорогие женщины! Любви, счастья и здоровья! #8марта  https://t.co/1895yjMUWX",ru,[],[],[],2235,119,958,['8марта'],[],https://twitter.com/MedvedevRussia/status/1501196334073888772,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1501194014233665538/pu/img/W3iQxxDlW-Zskqql.jpg,,,,,,,[],,,,
1498618773133221889,1498618773133221889,2022-03-01 14:18:53 MSK,2022-03-01,14:18:53,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"Там какой-то французский министр сегодня сказал, что они объявили нам экономическую войну. Следите за своей речью, господа! И не забывайте, что экономические войны в истории человечества часто перерастали в настоящие",ru,[],[],[],7306,957,3605,[],[],https://twitter.com/MedvedevRussia/status/1498618773133221889,False,,0,,,,,,,,[],,,,
1497493874498936832,1497493874498936832,2022-02-26 11:48:56 MSK,2022-02-26,11:48:56,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Тут санкции ввели против всех членов Совета безопасности России  https://t.co/awtwA4emJt,ru,[],['https://www.facebook.com/Dmitry.Medvedev/posts/491155275705012'],[],2695,181,900,[],[],https://twitter.com/MedvedevRussia/status/1497493874498936832,False,,0,,,,,,,,[],,,,
1496107792331157508,1496107792331157508,2022-02-22 16:01:08 MSK,2022-02-22,16:01:08,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"Канцлер ФРГ Олаф Шольц поручил остановить сертификацию газопровода «Северный поток – 2». Ну что ж. Добро пожаловать в новый мир, в котором уже скоро европейцы будут платить 2000 евро за тысячу кубов газа!",ru,[],[],[],2539,1336,5365,[],[],https://twitter.com/MedvedevRussia/status/1496107792331157508,False,,0,,,,,,,,[],,,,
1487000595169001474,1487000595169001474,2022-01-28 12:52:23 MSK,2022-01-28,12:52:23,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"Ответил на вопросы российских журналистов о международной безопасности, ситуации на Украине, пандемии COVID-19 и другие  https://t.co/Z2vcmM1DWy",ru,[],['https://www.facebook.com/Dmitry.Medvedev/posts/473591460794727'],[],332,39,219,[],[],https://twitter.com/MedvedevRussia/status/1487000595169001474,False,,0,,,,,,,,[],,,,
1476886264968265738,1476886264968265738,2021-12-31 15:01:39 MSK,2021-12-31,15:01:39,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"С Новым, 2022 годом!  https://t.co/R7PUl6h1Gm",ru,[],[],[],778,174,1454,[],[],https://twitter.com/MedvedevRussia/status/1476886264968265738,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1476886099620474882/pu/img/aTMYqrGDK1bc7E87.jpg,,,,,,,[],,,,
1470785877697773570,1470785877697773570,2021-12-14 19:00:53 MSK,2021-12-14,19:00:53,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"20 лет назад США в одностороннем порядке вышли из Договора об ограничении систем противоракетной обороны, подписанного Москвой и Вашингтоном в 1972 году. Россия сделала всё возможное, чтобы сохранить в силе этот важнейший документ  https://t.co/NhgkWGNvMC",ru,[],['https://www.facebook.com/Dmitry.Medvedev/posts/10158056853706851'],[],201,48,232,[],[],https://twitter.com/MedvedevRussia/status/1470785877697773570,False,,0,,,,,,,,[],,,,
1468175391294734337,1468175391294734337,2021-12-07 14:07:45 MSK,2021-12-07,14:07:45,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Статья @MedvedchukVV заслуживает внимания,ru,"[{'screen_name': 'medvedchukvv', 'name': 'виктор медведчук', 'id': '498708787'}]",[],[],212,31,190,[],[],https://twitter.com/MedvedevRussia/status/1468175391294734337,False,https://twitter.com/MedvedchukVV/status/1467841846814687237,0,,,,,,,,[],,,,
1467175683671666688,1467175683671666688,2021-12-04 19:55:16 MSK,2021-12-04,19:55:16,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"В Москве прошёл третий этап XX съезда Всероссийской политической партии «Единая Россия», который избрал новый состав руководящих органов.  https://t.co/mMWDnkya3i  https://t.co/tdk96wk2yE",ru,[],['https://er.ru/multimedia/video/plenarnoe-zasedanie-tretego-etapa-xx-sezda-edinoj-rossii'],"['https://pbs.twimg.com/media/FFx0d-jX0Acd70q.jpg', 'https://pbs.twimg.com/media/FFx0euWXMAAAxUt.jpg', 'https://pbs.twimg.com/media/FFx0fYzXoAY7ovZ.jpg', 'https://pbs.twimg.com/media/FFx0gMAWYAcNerq.jpg']",187,32,169,[],[],https://twitter.com/MedvedevRussia/status/1467175683671666688,False,,1,https://pbs.twimg.com/media/FFx0d-jX0Acd70q.jpg,,,,,,,[],,,,
1464168027210104834,1464168027210104834,2021-11-26 12:43:55 MSK,2021-11-26,12:43:55,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"Хочу пожелать @lachesisq удачи в матче за звание чемпиона мира против @MagnusCarlsen.  Впереди вас ждёт очень непростая борьба, в которой нужно показать не только свою шахматную силу, но и хладнокровие, терпение и выдержку. Болеем за @lachesisq",ru,"[{'screen_name': 'lachesisq', 'name': 'yan nepomniachtchi', 'id': '431135709'}, {'screen_name': 'magnuscarlsen', 'name': 'magnus carlsen', 'id': '30352096'}, {'screen_name': 'lachesisq', 'name': 'yan nepomniachtchi', 'id': '431135709'}]",[],[],109,29,233,[],[],https://twitter.com/MedvedevRussia/status/1464168027210104834,False,,0,,,,,,,,[],,,,
1455049136366043138,1455049136366043138,2021-11-01 08:48:42 MSK,2021-11-01,08:48:42,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Пандемия новой коронавирусной инфекции COVID-19 стала крупнейшим потрясением последних десятилетий   https://t.co/JxurYPaSdi,ru,[],['https://rg.ru/2021/11/01/dmitrij-medvedev-o-proshlom-nastoiashchem-i-budushchem-borby-s-covid-19.html'],[],361,44,156,[],[],https://twitter.com/MedvedevRussia/status/1455049136366043138,False,,0,,,,,,,,[],,,,
1442743193414553603,1442743193414553603,2021-09-28 09:49:16 MSK,2021-09-28,09:49:16,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Итоги выборов 2021 в интервью телеканалу RT   https://t.co/FmoUXitctG  https://t.co/b4uunxcTms,ru,[],['https://er.ru/activity/news/dmitrij-medvedev-o-vyborah-politicheskoj-konkurencii-i-vliyanii-na-it-gigantov'],"['https://pbs.twimg.com/media/FAWnRHdXoAUi6v3.jpg', 'https://pbs.twimg.com/media/FAWnRH3WUAMMioi.jpg', 'https://pbs.twimg.com/media/FAWnRH8WQAA3fN2.jpg']",253,49,198,[],[],https://twitter.com/MedvedevRussia/status/1442743193414553603,False,,1,https://pbs.twimg.com/media/FAWnRHdXoAUi6v3.jpg,,,,,,,[],,,,
1441826490769936384,1441826490769936384,2021-09-25 21:06:37 MSK,2021-09-25,21:06:37,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Президент РФ высоко оценил результат партии «Единая Россия» на выборах в Государственную Думу  https://t.co/9ai28IxRzE,ru,[],['https://www.facebook.com/Dmitry.Medvedev/posts/10157928729696851'],[],239,38,172,[],[],https://twitter.com/MedvedevRussia/status/1441826490769936384,False,,0,,,,,,,,[],,,,
1436616155779764224,1436616155779764224,2021-09-11 12:02:37 MSK,2021-09-11,12:02:37,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Двадцать лет назад в США был совершён самый кровавый теракт в новейшей истории человечества   https://t.co/5ATXZX52EW,ru,[],['https://www.gazeta.ru/politics/2021/09/10_a_13972880.shtml'],[],182,40,170,[],[],https://twitter.com/MedvedevRussia/status/1436616155779764224,False,,0,,,,,,,,[],,,,
1430762936046399488,1430762936046399488,2021-08-26 08:24:00 MSK,2021-08-26,08:24:00,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"В Москве прошёл второй этап XX съезда всероссийской политической партии «Единая Россия», на котором была утверждена её предвыборная программа  https://t.co/P0lDLZSGgm",ru,[],['https://www.facebook.com/Dmitry.Medvedev/posts/10157881649386851'],[],186,31,135,[],[],https://twitter.com/MedvedevRussia/status/1430762936046399488,False,,0,,,,,,,,[],,,,
1406604612241707012,1406604612241707012,2021-06-20 16:27:27 MSK,2021-06-20,16:27:27,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Поздравляю всех медицинских работников нашей страны с профессиональным праздником #Спасибоврачам  https://t.co/M1hrDlbk17,ru,[],['https://www.facebook.com/Dmitry.Medvedev/videos/599095697706940/'],[],148,46,227,['спасибоврачам'],[],https://twitter.com/MedvedevRussia/status/1406604612241707012,False,,0,,,,,,,,[],,,,
1406310667456585731,1406310667456585731,2021-06-19 20:59:25 MSK,2021-06-19,20:59:25,+0300,153812887,medvedevrussia,Дмитрий Медведев,,В Москве прошёл первый этап 20-го съезда всероссийской политической партии «Единая Россия»  https://t.co/P3cfVTIwCg  https://t.co/ktVLCsMmon,ru,[],['https://er.ru/multimedia/video/plenarnoe-zasedanie-xx-sezda-edinoj-rossii-vystuplenie-v-putin-d-medvedev-a-turchak'],"['https://pbs.twimg.com/media/E4Q3lu4XMAMYNNL.jpg', 'https://pbs.twimg.com/media/E4Q3iqhWUAEhncY.jpg', 'https://pbs.twimg.com/media/E4Q3iqlXEAEjxaM.jpg']",340,60,278,[],[],https://twitter.com/MedvedevRussia/status/1406310667456585731,False,,1,https://pbs.twimg.com/media/E4Q3lu4XMAMYNNL.jpg,,,,,,,[],,,,
1402260349970272272,1402260349970272272,2021-06-08 16:44:54 MSK,2021-06-08,16:44:54,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"Развитие технологий искусственного интеллекта, его влияние на национальную безопасность рассмотрели на совещании с участием коллег из правительства РФ, ведомств и бизнеса  https://t.co/GRYaGstiCe",ru,[],['https://www.facebook.com/175517041850/videos/952080802223858'],[],123,31,121,[],[],https://twitter.com/MedvedevRussia/status/1402260349970272272,False,,0,,,,,,,,[],,,,
1399605461721272323,1399605461721272323,2021-06-01 08:55:20 MSK,2021-06-01,08:55:20,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"С журналистами ИД «Коммерсантъ» поговорили о роли партии «Единая Россия» в политической системе страны, об уроках прошлого и видении будущего, о рейтингах партий и об отношениях России с Западом  https://t.co/eflE9qq2nH",ru,[],['https://www.kommersant.ru/doc/4837620'],[],145,38,120,[],[],https://twitter.com/MedvedevRussia/status/1399605461721272323,False,,0,,,,,,,,[],,,,
1391325089497554945,1391325089497554945,2021-05-09 12:32:05 MSK,2021-05-09,12:32:05,+0300,153812887,medvedevrussia,Дмитрий Медведев,,С праздником! С Днём Великой Победы!  https://t.co/zaW98CqFm6,ru,[],[],"['https://pbs.twimg.com/media/E076wpFWYAcP696.jpg', 'https://pbs.twimg.com/media/E076xboXEAIJbf6.jpg', 'https://pbs.twimg.com/media/E076yPfXsAEkHsp.jpg']",245,103,858,[],[],https://twitter.com/MedvedevRussia/status/1391325089497554945,False,,1,https://pbs.twimg.com/media/E076wpFWYAcP696.jpg,,,,,,,[],,,,
1388793676529295361,1388793676529295361,2021-05-02 12:53:09 MSK,2021-05-02,12:53:09,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Христос Воскресе!  https://t.co/zeJdw6Rup3,uk,[],[],"['https://pbs.twimg.com/media/E0X8Tv0WEAItizc.jpg', 'https://pbs.twimg.com/media/E0X8TvqXoAch6QE.jpg']",212,62,633,[],[],https://twitter.com/MedvedevRussia/status/1388793676529295361,False,,1,https://pbs.twimg.com/media/E0X8Tv0WEAItizc.jpg,,,,,,,[],,,,
1388399745874513924,1388399745874513924,2021-05-01 10:47:49 MSK,2021-05-01,10:47:49,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Хороших майских праздников! Будьте здоровы!  https://t.co/oVU1OYXVmb,ru,[],[],['https://pbs.twimg.com/media/E0SWNWDWUAAhevg.jpg'],296,96,822,[],[],https://twitter.com/MedvedevRussia/status/1388399745874513924,False,,1,https://pbs.twimg.com/media/E0SWNWDWUAAhevg.jpg,,,,,,,[],,,,
1387415792795463686,1387415792795463686,2021-04-28 17:37:56 MSK,2021-04-28,17:37:56,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"Сегодня на #VKLive получился интересный разговор о социальных сетях, о работе в Совбезе, российской внутренней и внешней политике. Благодарю всех, кто прислал свои вопросы.    https://t.co/A7Raft3ris",ru,[],['https://vk.com/wall-179956363_11'],[],64,19,137,['vklive'],[],https://twitter.com/MedvedevRussia/status/1387415792795463686,False,,0,,,,,,,,[],,,,
1386264868324524033,1386264868324524033,2021-04-25 13:24:34 MSK,2021-04-25,13:24:34,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Весна  https://t.co/GWz0ouAtT8,ru,[],[],"['https://pbs.twimg.com/media/Ez0AfjkWUAE_PpA.jpg', 'https://pbs.twimg.com/media/Ez0AfjXX0AENZz7.jpg', 'https://pbs.twimg.com/media/Ez0AfjPX0AAI-BT.jpg']",156,66,562,[],[],https://twitter.com/MedvedevRussia/status/1386264868324524033,False,,1,https://pbs.twimg.com/media/Ez0AfjkWUAE_PpA.jpg,,,,,,,[],,,,
1386224897094033410,1386224897094033410,2021-04-25 10:45:44 MSK,2021-04-25,10:45:44,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"Невыученные уроки истории  Избегание столкновения с большими силами свидетельствует не о трусости, а о мудрости, ибо принесение себя в жертву никогда и нигде не является преимуществом. Сунь Цзы. Искусство войны (из предисловия переводчика акад. Н.И.Конрада) https://t.co/Z3Ues6b28Y",ru,[],['https://ria.ru/20210423/diplomatiya-1729522868.html'],[],147,41,221,[],[],https://twitter.com/MedvedevRussia/status/1386224897094033410,False,,0,,,,,,,,[],,,,
1385859263332077568,1385859263332077568,2021-04-24 10:32:51 MSK,2021-04-24,10:32:51,+0300,153812887,medvedevrussia,Дмитрий Медведев,,28 апреля в 14:00 пройдёт #VKLive с участием Заместителя Председателя Совета Безопасности РФ Дмитрия Медведева.  Вы можете направить свой вопрос в личные сообщения этого сообщества:  https://t.co/OuRZBMhPRh  https://t.co/HIYNmM85yq,ru,[],['http://vk.me/dmlive'],['https://pbs.twimg.com/media/EzuOX8sWQAItrxv.jpg'],104,30,125,['vklive'],[],https://twitter.com/MedvedevRussia/status/1385859263332077568,False,,1,https://pbs.twimg.com/media/EzuOX8sWQAItrxv.jpg,,,,,,,[],,,,
1381586042302631937,1381586042302631937,2021-04-12 15:32:35 MSK,2021-04-12,15:32:35,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"Сегодня мы отмечаем знаменательную дату – 60 лет полёта Юрия Алексеевича Гагарина, первого космонавта нашей планеты. Его старт стал одним из самых ярких и знаковых событий XX века, которое изменило весь мир.  https://t.co/XEuQ5lTI5U  https://t.co/uxUu9quxFm",ru,[],['https://www.facebook.com/Dmitry.Medvedev/posts/10157639508696851'],[],201,64,463,[],[],https://twitter.com/MedvedevRussia/status/1381586042302631937,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1381585888342315009/pu/img/YeKt_WA0NpAiqLBt.jpg,,,,,,,[],,,,
1368830471421976577,1368830471421976577,2021-03-08 10:46:30 MSK,2021-03-08,10:46:30,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"С Праздником, дорогие женщины! Любви, счастья и здоровья! #8марта  https://t.co/E90aPpwmfp",ru,[],[],['https://pbs.twimg.com/media/Ev8QBluWEAYZRFO.jpg'],257,119,965,['8марта'],[],https://twitter.com/MedvedevRussia/status/1368830471421976577,False,,1,https://pbs.twimg.com/media/Ev8QBluWEAYZRFO.jpg,,,,,,,[],,,,
1364162846716792833,1364162846716792833,2021-02-23 13:39:02 MSK,2021-02-23,13:39:02,+0300,153812887,medvedevrussia,Дмитрий Медведев,,С Днём защитника Отечества!  #ЗащитимПамятьГероев #ЯПомню  https://t.co/TnWTiWV6Y3,ru,[],[],[],184,66,562,"['защитимпамятьгероев', 'япомню']",[],https://twitter.com/MedvedevRussia/status/1364162846716792833,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1364162720065593344/pu/img/ITkBa4u7cd7y6TvM.jpg,,,,,,,[],,,,
1354429053617500161,1354429053617500161,2021-01-27 17:00:25 MSK,2021-01-27,17:00:25,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"Россия и США договорились о продлении ДСНВ-3 на пять лет без предварительных условий. Считаю это очень важным достижением российско-американских отношений, которые переживают сегодня трудные времена  https://t.co/3HG4SznqW0",ru,[],['https://www.facebook.com/Dmitry.Medvedev/posts/10157481818161851'],[],261,43,282,[],[],https://twitter.com/MedvedevRussia/status/1354429053617500161,False,,0,,,,,,,,[],,,,
1350365846644936710,1350365846644936710,2021-01-16 11:54:41 MSK,2021-01-16,11:54:41,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"О системе выборов в США, последней избирательной кампании и её влиянии на ситуацию в мире  https://t.co/Yy4RlX0pbA",ru,[],['http://scrf.gov.ru/news/speeches/2910/'],[],352,80,374,[],[],https://twitter.com/MedvedevRussia/status/1350365846644936710,False,,0,,,,,,,,[],,,,
1344614282382594048,1344614282382594048,2020-12-31 15:00:01 MSK,2020-12-31,15:00:01,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"С Новым, 2021 годом!  https://t.co/qkRy8OxW0F",ru,[],[],[],511,179,1172,[],[],https://twitter.com/MedvedevRussia/status/1344614282382594048,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1344565158102888448/pu/img/wKJ9OYYBDdAis1KW.jpg,,,,,,,[],,,,
1341313950693154817,1341313950693154817,2020-12-22 12:25:40 MSK,2020-12-22,12:25:40,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Администрацию Белого дома накрыла волна прощальной активности  https://t.co/qKDDe99FSh,ru,[],['https://www.facebook.com/Dmitry.Medvedev/posts/10157400492566851'],[],224,33,203,[],[],https://twitter.com/MedvedevRussia/status/1341313950693154817,False,,0,,,,,,,,[],,,,
1334893922561236992,1334893922561236992,2020-12-04 19:14:46 MSK,2020-12-04,19:14:46,+0300,153812887,medvedevrussia,Дмитрий Медведев,,Обратил внимание на опубликованный 3 декабря Еврокомиссией программный документ под названием «Европейский план действий по демократии»  https://t.co/h6vCB6o6Su,ru,[],['https://www.facebook.com/Dmitry.Medvedev/posts/10157364481576851'],[],217,37,193,[],[],https://twitter.com/MedvedevRussia/status/1334893922561236992,False,,0,,,,,,,,[],,,,
1323881622723350529,1323881622723350529,2020-11-04 09:55:50 MSK,2020-11-04,09:55:50,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"День народного единства – это самый молодой праздник современной России, который стал символом уважения к её богатой истории  https://t.co/msCECKhUUe  https://t.co/wAITulbRAO",ru,[],['https://www.facebook.com/Dmitry.Medvedev/posts/10157302191271851'],['https://pbs.twimg.com/media/El9e0SRWkAYoFnJ.jpg'],479,100,691,[],[],https://twitter.com/MedvedevRussia/status/1323881622723350529,False,,1,https://pbs.twimg.com/media/El9e0SRWkAYoFnJ.jpg,,,,,,,[],,,,
1319882849328238597,1319882849328238597,2020-10-24 09:06:08 MSK,2020-10-24,09:06:08,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"24 октября традиционно отмечается День Организации Объединённых Наций. О проблемах и вызовах, которые стоят перед ООН, о её месте и роли в современном мире – в моей статье  https://t.co/72sDP3mUwa",ru,[],['http://scrf.gov.ru/news/speeches/2865/'],[],214,29,178,[],[],https://twitter.com/MedvedevRussia/status/1319882849328238597,False,,0,,,,,,,,[],,,,
1319671988227575808,1319671988227575808,2020-10-23 19:08:14 MSK,2020-10-23,19:08:14,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"Сегодня мы подвели итоги первого международного межпартийного форума «ШОС+», который проходил в рамках председательства России в Шанхайской организации сотрудничества  https://t.co/442nRFO5sp",ru,[],['http://facebook.com/Dmitry.Medvedev/videos/1279099532435485/'],[],102,20,142,[],[],https://twitter.com/MedvedevRussia/status/1319671988227575808,False,,0,,,,,,,,[],,,,
1318958773009027072,1318958773009027072,2020-10-21 19:54:11 MSK,2020-10-21,19:54:11,+0300,153812887,medvedevrussia,Дмитрий Медведев,,"Также сегодня встретился с премьер-министром, лидером Монгольской народной партии Ухнаагийн Хурэлсухом  https://t.co/EkNsbgiAkS  https://t.co/9S2GMpdMPx",ru,[],['https://www.facebook.com/Dmitry.Medvedev/posts/10157273489466851'],[],172,46,274,[],[],https://twitter.com/MedvedevRussia/status/1318958773009027072,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1318957541594943489/pu/img/RWEraYfL203HfKBw.jpg,,,,,,,[],,,,
