username;text
Agdchan;Русская Идея является вселенской Русская Идея – есть идея всего человечества, но того человечества, которое восстает против власти дьявола, то есть против власти современного Запада и его сатанинской цивилизации. Это и есть настоящий Крестовый поход – нас против них.  Посмотрите на главные темы новостей – обстрелы, теракты, взрывы, экономические катастрофы, неуклонно растущая вероятность применения ядерного оружия – не только тактического, но и стратегического. Неужели кто-то думает, что все это как-то само как-нибудь рассосется? Понятно, что сон глубок, но не до такой же степени. Поэтому пробуждение неизбежно, как неизбежно обращение к Русской Идее – и именно в ее обостренно эсхатологической, апокалиптической форме. Во всем ее содержании и во всей ее глубине.  Мы стоим вплотную к необратимым переменам. И дело не в том, что сейчас разыгрывается, кто рухнет первым – они или мы. Победа над дьяволом не может быть чем-то простым и чисто техническим. Нам не помогут ни «генерал зима», ни даже отдельные военные успехи (которые пока не очевидны). Но даже если бы нам кое-что удалось, и ситуация а украинском театре боевых действий в полномасштабной войне с Западом отчасти исправилась бы, никогда не стоит забывать, что мы подошли к развязке мировой истории, и западная цивилизации в своем неуклонном и фанатичном движении к сатанинской цели накопила огромную инерцию и невиданную мощь. Просто так, малыми средствами, ее не остановить. Никто нас в покое не оставит. Даже если дела у нас немного наладятся. У апокалиптической метафизической духовной проблемы просто не существует чисто технического решения. СВО – это уже Армагеддон. Не наступающий, наступивший.
Agdchan;Пора обратиться к более серьезным метафизическим могуществам – к нашему Богу, нашему Спасителю. Если не Он, то вообще никто. И конечно же, на сей раз симулякром или подделкой идеологии не обойтись. Идея – это грозная и могучая сила. Намного более смертельная в некоторых случаях, ежели ядерное оружие. Иметь с ней дело могут лишь те, кто ей родственны – мыслители, мистики, пророки. Не надо играть с Идей – тем более с русской. Это ничем хорошим не кончится. Уже все практически однозначно расставлено по своим местам. Сейчас момент провозглашения Русской Идеи и стремительной подстройки под нее всей политической системы России. В нынешнем состоянии она этого испытания не выдержит. Слишком высоки ставки.
Agdchan;То есть за исключением ТОЛЬКО ОДНОГО ПУНКТА про оппозиционную (либеральную) мразь, все остально полностью соответствует взглядам правых патриотов, традиционалистов, русских консерваторов и евразийцев.
Agdchan;Про идеологию. Провозглашение Русской Идеи и идеологическая мобилизация общества — это сегодня единственное, что отделяет нас от Армагеддона — то есть, от использования ядерного оружия -- нами и против нас. Мы почти исчерпали технический и военный потенциал СВО. И перелома добиться пока не удалось. И не удастся. Технологии исчерпаны. Осталась идеология. К ней мы пока вообще не приступили.  Идеология предполагает смену вех и обращение к Русскому. Власть не очень это любит и совсем  этого не хочет. Но никуда не деться. Альтернатива идеологии сегодня — это самоубийство режима или ядерный Аполипсис.
Agdchan;Явно где-то шестой колонной разрабатывается пиар-симулякр идеологии. Все это было и при Суркове. И никто сейчас этого не вспомнит. Никаких подделок не будет достаточно.  Я говорил недавно с Президентом Беларуси Александром Григорьевичем Лукашенко. Он признался: каждый день на стол мне ложатся ”идеологии”, и каждый день я их бросаю в мусорную корзину. То, что нашему Президента подсовывается — то же самое. В мусор. На идеологию надо решиться. И говорить не с пиарщиками и технологами, а слушать народ, историю и людей Идеи. Поэтому симулякр идеологии не опасен. Это уже в корзину.  Теперь вывод. Предательство (переговоры) невозможно. Симулякр идеологии невозможен. Значит, бояться этого не надо. А что надо? Стоять до конца. На фронте — на фронте войны и на фронте Идеи. После начала СВО поле компромиссов с Врагом не просто сузилось, исчезло. Этого не хочет признавать часть нашей власти. Против этого не на жизнь, а на смерть бьется шестая колонна. Все тщетно. СВО необратима. На карту поставлено всё. Либо Россия на сей раз станет по-настоящему  русской, либо России не будет. Ни в каком качестве.  Ничего не надо бояться. Надо просто делать. Как Пригожин, Ходаковский и Кадыров на своих фронтах. Как мы на своих.
Agdchan;Надо включиться в борьбу и идти на фронт. И кто не с нами, тот против нас. И фронт не только за западных рубежах Родины, он проходит внутри России — он теперь повсюду.  И если кто-то походит на предателя, ведет себя как предатель и выглядит как предатель, скорее всего, он и есть предатель. И не надо больше ждать.  Все зависит от нас, от каждого из нас. Власть одна без народа, без общества, чисто технически, хирургически точно и стремительно, как она, видимо, планировала поначалу, эту борьбу выиграть оказалась неспособна. А если это теперь наша война, то и у власти перед народом и обществом появляются обязательства. Их надо четко и без эмоций формулировать. И все пойдет как надо и никто больше ничего не будет ждать. На фронте не ждут, на фронте воюют.  В народной войне народ и есть власть. Государство — это мы. И первое и главное обязательство власти перед народом — выиграть войну. Да, всем вместе. Но выиграть. Если нет средств, давайте мы их вместе стремительно создадим, отыщем, достанем из-под земли. Если на верху недееспособные идиоты, давайте посмотрим  на этаж ниже, на два этажа, на три. Давайте обратимся к тем, кого власть по разным причинам оттесняла, замалчивала, игнорировала, опасалась. И вот там очевидно лежит решение. Если люди патриоты и жаждут соучаствовать в Победе, не щадя ничего, то пусть они попробуют. Не выйдет, возьмем других. У нас большой народ. Но надо открывать двери, ведущие к Победе и славе.  И нещадно искоренять тех, кто прирос к своему положению. Если ты ему не соответствуешь в момент проверки реальностью, в условиях военного времени, пошел вон, стремительно. Блокировать процесс ротации элит в критических для страны условиях, когда решается быть или не быть — это само по себе предательство. И никаких красных линий. Мы по ту сторону. Атаки врага будут продолжаться по всем направлениям — война давно идет внутри России и может достать каждого. И за пределом России бесноватя мразь будет кидаться на каждого русского и драть его в клочья — не слушая его оправданий. Народная война начинается тогда, когда смертельная угроза нависает надо всем народом. Надо всем. И даже над той его частью, которая народом себя не считает или просто никогда об этом не задумывалась. И эта часть отныне цель. Вы что-то сказали — и вы мертвы. Вы промолчали — то же мертвы. И ваши родные и близкие. Фронт — это теперь здесь.
Agdchan;Соцопросы показывают, что большинство россиян либо индифферентны к закрытию ютьюба, либо поддерживают его. Если (монетизированная или нет) тупая и первертная мразь пострадает от этого, то народ будет очень доволен, что компенсирует ему некоторые личные неудобства. Все остальные соц-опросы подделаны ютьюберами и западными спецслужбами.
Agdchan;Давно заметил: люди светлые и правильные сосредоточены и стыдливы, что иногда ведет к пассивности. Мразь активна, агрессивна и бесстыдна. Не уподобляясь ей, давайте все же включимся в ход исторической войны Света против Тьмы. Сейчас очень важна поддержка наших - на всех уровнях - в молитвах, мыслях, постах, словах, текстах, даже перепечатках важной и правильно организованной информации (не всего, что попало).  Система (по Луману) в информационном потоке прежде всего отбрасывает ненужное, иррелевантное или инфицированное (кодированное). Тем самым информация становится содержательной и превращается в послание. Одна правильно подобранная сводка новостей, вычлененная из потока, может индуцировать верную ориентацию у читателя, создать адекватную картину происходящего. И это может делать любой светлый человек. Только кажется, что мы ни на что не влияем. Влияем, когда активны, сосредоточены и пробуждены. Надеюсь, это грязный фонтан русофобской мрази закроется навсегда.
Agdchan;Образ Врага: Запад цивилизация дьявола Сейчас как никогда важно понять -- кто мы и с кем мы воюем. Если мы просто одно национальное государство среди других, этакая «корпорация Россия» со своими интересами и преференциями, то мы обречены. В таком качестве мы не выстоим. Вся система миропорядка выстроена именно Западом, и он давно заложил в операционную систему международных отношений, в технологии, идеологии, правовые институции и ценностные структуры глобального размаха свое собственное представление о судьбах человечества. И на этом поле нам Запад не переиграть, так как это его игра – ее правила и цели навязаны всем остальным, и по ним выиграть не возможно.  Запад где-то пятьсот лет назад встал на путь секуляризма, материализма, атеизма и капитализма, сделав все это универсальными нормами и целями развития для всех остальных. Кто был не согласен, жестоко подавлялся. Кто пассивно принимал эту повестку или прост был слаб, подвергался колонизации. Кто пытался подражать Западу, но сохранять свои интересы, оказывался под массированным ударом. Запад эпохи Модерна, Нового времени поставил человечеству ультиматум:  • либо вы все признаете универсальными наши ценности и цели, и склоняете голову,  • либо вы об этом пожалеете, и мы вас уничтожим, покорим. Причем вступая в Новое время, Запад отбросил христианство, религию вообще, и стал строить мир без Бога и против Бога. Это и называется секуляризм, победа временного над вечным, светского над религиозным, посюстороннего над потусторонним, материального над духовным. На этих предпосылках основаны все структуры Нового времени – наука, культура, технологии, промышленность, рынок, «прогресс». «Прогресс» в глазах идеологов современного Запада – это битва земли против Неба, низа против верха. И все поддались на это и поверили этому. Все повелись…  А кто сопротивлялся, тот был сокрушен, оклеветан, оболган, сокрушен или принужден силой признать правоту современного Запада и согласиться с его повесткой. Вынуждено признала это и Россия – уж с XVIII века, если не раньше. Мы пошли за Западом – хотя по началу это было лишь оборонительной стратегией: мол, позаимствуем их технологии, чтобы эффективнее от них же и защищаться. Но техника не нейтральна. Она несет в себе культурный код. Техника противоположна духу, на свободна от этики, нравственности. Не случайно в греческой мифологии «отцом техники» считается титан Прометей, восставший против Зевса и светлых богов Олимпа.  Еще более токсичен и идеологически заряжен капитализм: когда рынок становится мерой всех вещей, традиционные ценности, духовные цивилизации рушатся. Поэтому мы давно в ловушке Запада. 
Agdchan;При коммунистах мы взяли у Запада лишь одну – революционную – составляющую. Нашему народу была близка идея социальной справедливости, общинности. Поэтому русские пошли за социализмом. Но такая версия антикапиталистического восстания основывалась в марксистской догматике на тех же западных предпосылках – атеизме, секуляризме, материализме. Отбросив часть Запада, другую мы, напротив, стали вбирать в себя усиленно и радикально. И именно поэтому в своей догматической – материалистической и атеистической, богоборческой – версии социализм был обречен. А путь православного социализма (о котором мечтали поздние славянофилы, народники и философы русского возрождения) мы так и не испробовали (а стоило бы).
Agdchan;Отсюда и явный отказ всерьез относиться к требованиям России к НАТО и совсем уже безобразный демарш англичанки Элизабет Трасс относительно Ростова и Воронежа. Это не только признак полной некомпетентности, но и того безразличия к реалиям русского мира, в том числе и к Украине, которое, на самом деле, испытывают глобалисты. Им наплевать на эти труднопроизносимые славянские названия населенных пунктов. Они уже живут в парадигме вторжения и действуют так, как если бы оно состоялось. Обычный ход гибридной войны: то, что еще только должно случиться, описывается как уже случившееся. Давайте представим себе, что Запад доведет ситуацию до точки невозврата и вынужденное вторжение все же состоится. Западные таблоиды уже полны сценариями того, как это будет происходит и чем это обернется. Иногда картины бывают вполне реалистичные, иногда запредельно бредовые. Но почти везде фигурирует успешный захват русскими Восточной Украины и Киева и построение новой линии обороны русофобского сопротивления на Западе Украины. И вот туда, на этот запасной плацдарм, который сейчас – возможно – уже обустраивается, прямой доступ НАТО в ходе чрезвычайно ситуации вполне реалистичен. Львов может стать временной столицей, который Запад признает «Украиной». И оттуда будет развертываться масштабная военно-террористическая активность. Это вам ничего не напоминает? Разве не по этому же сценарию разворачивалась борьба за киевский великокняжеский престол между Владимирскими и Галицко-Волынскими князьями, прозеле- тистски подогреваемая папским престолом? И сам Киев переходил из рук в руки, пока не потерял своего значения, превратившись из великой столицы в третьесортный провинциальный городишко. Продолжение мы знаем – две почти равные части русского мира пошли разными путями. Владимирская, позднее Московская Русь стала могущественной мировой Империей. Русские западных территорий оказались презираемым низшим сословием в католической Восточной Европе. Вот она цена присланной Папой короны, гордый князь Даниил Галицкий. Запад всегда поступает одинаково: обещает помочь и спасти, а потом цинично бросает. Это мы видим в падении Царьграда, ослабенного вероломными ударами крестоносцев, или в судьбе Саакашвили. И вот тут начинается несколько неожиданное. Привычно считать, что русская партия и евразийская геополитика ставят предельно амбициозные цели и предельно расширяют границы России-Евразии, русского мира. И это правильно. Но в отношении Западной Украины стоит сделать оговорку. Этносоциологический, исторический, психологический профиль этих областей – за исключением подкарпатских русинов и ряда адекватно православных групп Волыни – таков, что интеграции в Евразию он не поддаются. Возвращенные в единое государство Сталиным жители Западенщины так и не приняли Империи. Они-то и стали движущей силой экстремальной украинской русофобии, что в конце концов, вероятно, положит конец этому несостоявшемуся образованию с претензиями на государственность. Запад хочет закрепиться именно на тех территориях. И стоит подумать о том, чтобы позволить ему это сделать. В противном случае, даже если России удастся установить контроль над всей Украиной (к чему нас провокационно вынудят атлантисты), это западенское начало никогда не смирится и найдет способы подорвать изнутри любое нейтральное и взвешенное правительство будущей Украины или той формации, которая на ее месте возникнет. Да, и политические институты этой страны в нынешнем состоянии настолько чудовищны, что оставлять их, надеясь на лояльность интеграционистских сил, было бы совершенно неосмотрительно. И наконец, если нас и смогут спровоцировать на вторжение, то на террор против по-настоящему братского народа, нашего собственного народа, нас точно не спровоцируют. А значит, нам придется иметь дело с этим Галицко-Волынским ужасом бесконечно. Перевоспитать их не успел даже Сталин, а он со средствами не церемонился.
Agdchan;"Конечно, СВО явление глубоко философское. Думаю надо отправить ""Интернальные Онтологии. Сакральная физика и опрокинутый мир"" нашим бойцам на фронт. Это объяснение того, с кем и с чем они воюют на самом деле. Так и поступим."
Agdchan;Главный вывод: последние 500 лет западной науки — колоссальное заблуждение во всех смыслах, последовательность fake news, где одна ложь громоздится на другую. Можно рассмотреть это и как развитие темы “Кризиса европейских наук” Гуссерля, но только до предела радикализированное. А можно и как заметки на полях “Кризиса современного мира” Генона.  Так происходит деконструкция, а затем и элиминация западно-европейского Модерна. Тема закрывается. Мысль возвращается на незападные и несовременные орбиты.  Происходит географическое децентрирование (многополярность, евразийство, конец евроцентристской гегемонии) и ликвидация темпорального расизма — мол, время и так называемый “прогресс” совпадают с совершенствованием гносеологии и неумолимо приближают нас к истине. Все не так. Время времени рознь. Иногда оно к чему-то важному приближает, иногда, напротив, удаляет.  Последние 500 лет западной  мысли, за редким исключением тех, кто понимал, что все движется не туда, это чистое время упадка, углубление -- пласт за пластом -- в ложь. И тот предельный маразм, до которого современный Запада докатился, наглядное тому доказательство. Но он сошел с рельс — точнее с ума — уже очень давно.  Будь проклято Новое время, эпоха деградации, дегенерации и невыразимо скучного материалистического бреда. Запад хоронит самого себя. Наша цель не быть погребенными под его развалинами.  Он долго и садистски уничтожал все сакральное. Сакральное возвращается, чтобу казнить преступника.
Agdchan;Россия представляет собой традиционное общество, но конечно не в полном объеме. Но в любом случае Россия более традиционна, чем Запад. Поэтому традиционные ценности – религия, семья, верность истории, идентичность, запрет на гэй-браки содержится в нашей Конституции. На Западе ценности прямо противоположные, анти-традиционные. Но кто является главным врагом сакральной традиции? Кто переворачивает систему ценности, называя зло добром? Антихрист. Современный глобалистский либеральный Запад и есть Антихрист.
Agdchan;Теперь надо соединить эти три линии и получим объяснение всех противоречий. Действия власти рискуют оторваться от сознания обывателя, которое фатально отстает. Это результат того, что сама правящая верхушка не обращала никакого внимания на подготовку народа к экстренной ситуации и сама не верила в то, что такое возможно, инымы словами, и сама была не готова. И в то же время если не сейчас, то никогда. Вот это уравнение и требуется решить. Чтобы операция Z шла успешно, надо синхронизировать военную, идеологическую, политическую и социально-экономическую составляющие. Пока они в разладе. Идеологией надо было заниматься уже давно. И именно потому, что этого не было вообще, общество и не готово. И тем не менее, наш народ умнее, чем кажется. И в каком-то смысле лучше понимает операцию Z, чем элита. Все эти факторы необходимо гармонизировать: глубинную идентичность народа, решительность власти и эффективную модель, которая позволит установить прямую связь между ними. До последнего времени на пути такой синхронизации стеной стояла элита, совершенно прозападная и исторически безответственная, псевдо-элита. Дальше так продолжаться не может. Фронт должен чувствовать единодушную поддержку тыла. Успех операции Z зависит от душевного состояния каждого из нас. Но и народ должен верить, что власть его не предаст, не закачается, не вернется к тем полумерам и компромиссам, которые преобладали в прошлом.
Agdchan;"Сегодня государство – кажется, что нехотя, через силу -- мобилизует на Победу народ. Уже всем понятно, что чисто технически ситуацию не решить. Война (с Западом) становится народной, цивилизационной. И народ требует – да, уже требует, чтобы ему объяснили внятно – наши ценности, цели и горизонты. Это необходимо и для того, чтобы просто разговаривать с украинцами на освобожденных от хунты территориях – ведь, давайте смотреть правде в глаза, они никогда больше от нас не уйдут. И мы больше оттуда не уйдем. И из Бучи , из Ирпеня, и из Киева, и из Львова не уйдем.  И что мы скажем им? Кто мы? Что мы от них хотим? Зачем мы пришли? Кем мы их считаем? И вот тут надо давать громкий и ясный недвусмысленный цивилизационный ответ. Мы -- великая и самобытная восточно-славянская (евразийская) православная цивилизация. Мы – Империя, мы носители священной Традиции. Мы бьемся на смерть с цивилизацией Антихриста. Мы строим новый мир, и он будет справедливым и прекрасным. Мы – это вы. Мы все едины, мы объединены не только прошлым, но и будущим. Давайте строить нашу мечту вместе.  Вот это и надо сейчас сказать: всем и себе, и тем, кто оказался с нами, и даже тем, кто бьется против нас. Кое-кто бьется по убеждению, а кое-кто сомневался в том, что мы те, кто мы есть, поверил поверхностной стороне вещей. Мы -- Империя, а не корпорация. Последняя и единственная Империя Духа. Это не имеет никакого отношения к войне и миру. Это имеет отношение к бытию. Или к небытию (если мы сейчас этого не скажем, а потом не сделаем ровно то, что сказали). Я представляю, что так мыслит Главнокомандующий. Я твердо знаю, что именно этого ждет народ, ждем мы все. Но это вообще никак не совместимо с нынешней элитой. Она не знает таких слов, у нее нет того выражения лица, с которым эти слова следует произносить. Они про другое – везде в экономике, культуре, образовании, информации, правительстве, администрации – и даже среди силовиков; они все про другое. А надо про это. И не про что больше.  Люди на фронте сейчас становятся новой силой. Настоящей русской и евразийской. И там куется братство между русскими, чеченцами, татарами, дагестанцами и даже украинцами – новое истинное братство, братство войны, братство Победы. Уже сейчас с ними не считаться нельзя, потому что они – люди Победы – это не про покорность и управляемость, это про дух, про ценности, про то, за что можно умереть. За что можно страдать, за что можно быть измученным, сожженным, разрезанным на части, искалеченным. Это что-то очень большое, важное и глубокое. Это высшая стихия Духа, ставшего телом, чем-то осязаемым, конкретным – Родиной, Народом, Державой, Верой.  И на их фоне элита рассыпается на глазах. Она не дееспособна в таких условиях, совершенно не пригодна. Хороша, что она послушна. Но теперь этого совершенно недостаточно. Сегодня надо не принудить слушаться и подчиняться, а пробудить внутреннюю волю Народа, идущую из глубин силу. Она может либо просветить, оздоровить и очистить элиту (не все же в ней конченные мерзавцы), или она ее просто сметет.  Сметет – наихудший сценарий. Но… наши враги неплохие социологи. Они тоже все это видят. И у них есть свой хитрый план: использовать пробуждающуюся русскую – патриотическую -- силу против России как таковой. Удар будет наноситься по элитам, которые в военных условиях воспринимаются как предатели, а попадет по иной цели. На это расчет гибридной войны. Этого не должно произойти. Сейчас надо сделать прямо противоположное тому, на чем порешили – а порешили заморозить все и «не менять коней на переправе». Этого-то только ждут наши враги. Возмущение Народа растет, а с другой стороны нарочито ничего не меняется.  Сегодня ничего не менять, значит уничтожать и разрушать то, что есть.  «Партия статус кво» и есть «партия предателей». Конечно, она не хочет никакого мира, так как никакой мир не возможен. Но она смертельно боится народного пробуждения, становление его субъектом. И тем самым она ведет дело не к миру, но отдаляет Победу, препятствует ей.  Это -- «партия поражения». И это уже совсем иное дело."
aleksandrprohanov;Сегодня эти красота и величие — не в дворцах и храмах, не в великолепии парадов и шествий. Эти красота и величие — в окопах Донбасса, в небритых, с провалами щёк лицах ополченцев. В русских горящих танках, подбитых, но продолжающих стрелять по врагу.
aleksandrprohanov;Как разгадать великую тайну, именуемую Государством Российским? Как угадать, почему отказавшаяся от величия, суверенитета, от права называться цивилизацией ельцинская Россия вдруг стряхнула с себя мишуру западных ценностей, которую она получила вместе с Макдональдсом, дорогими бутиками и мюзиклами Бродвея? Почему она отреклась от всего этого и пошла своими исконными, трагическими и величественными, путями? Какая сила толкнула её на эти пути?
aleksandrprohanov;"Какая сила толкнула Путина, завсегдатая мировой ""семёрки"", ""Человека года"", блистающего на глянцах мировых журналов, ""единственного европейца"", как называли его либералы? Почему Путин разорвал на груди рубаху и пошёл на таран этой жуткой махины Запада? Какая сила коснулась Путина, и он вернул России Крым, накликав на Россию всю накопившуюся на Западе ненависть, весь уготованный нам русофобский удар?"
aleksandrprohanov;Россия — не герой, который, обвесив себя гранатами, ложится под неприятельский танк. Россия — Божия страна, она управляется не комбатом, не комдивом, не главкомом и даже не президентом. Она управляется глубинными, а вернее, небесными законами русской истории, которые неумолимы и подчас безжалостны к Государству Российскому. Подводя государство к последней черте, они уводят государство от гибели, делают русскую государственность и русский народ бессмертными.
aleksandrprohanov;Государство в опасности. Слышно, как потрескивают его шпангоуты и балки, как чудовищные льды наваливаются на его борта. Государство нуждается в поддержке народа, нуждается в поддержке элит. Государство является высшей ценностью народа, который слишком часто расплачивался за своё недоверие государству, за своё отречение от государства, за свои угрюмые нападки на государство. Тогда государство рушилось, и народ превращался в черепаху без панциря, в танк без брони, в тулово без мозга. Народ погибал в чёрных ямах истории, откуда его извлекало только русское чудо.
